Prompts,Answers
How does the MACRO_PLACEMENT_TCL variable in Floorplan operate?,This variable specifies the path of a TCL file on how to place certain macros manually.
"Elaborate on the Floorplan variable, MACRO_PLACEMENT_TCL?",Specifies a TCL file for manual macro placement.
"Describe the Floorplan variable, MACRO_PLACE_HALO?",Horizontal /vertical halo around macros (microns). Used by automatic macro placement.
What does the MACRO_PLACE_HALO variable in Floorplan indicate?,Horizontal /vertical halo around macros (microns). Used by automatic macro placement.
"Describe the Floorplan variable, MACRO_PLACE_HALO?","Sets the halo around macros for automatic placement, in microns."
"Tell me about the Floorplan variable, MACRO_PLACE_CHANNEL?",Horizontal/vertical channel width between macros (microns). Used by automatic macro placement when RTLMP_FLOW is disabled. Imagine channel=10 and halo=5. Then macros must be 10 apart but standard cells must be 5 away from a macro.
What does the MACRO_PLACE_CHANNEL variable in Floorplan define?,Horizontal/vertical channel width between macros (microns). Used by automatic macro placement when RTLMP_FLOW is disabled. Imagine channel=10 and halo=5. Then macros must be 10 apart but standard cells must be 5 away from a macro.
"Tell me about the Floorplan variable, MACRO_PLACE_CHANNEL?","Determines the channel width between macros for automatic placement, in microns."
"Give me details on the Floorplan variable, MACRO_BLOCKAGE_HALO?",Blockage width overridden from default calculation.
Can you detail the MACRO_BLOCKAGE_HALO variable in Floorplan?,Blockage width overridden from default calculation.
"Give me details on the Floorplan variable, MACRO_BLOCKAGE_HALO?",Overrides the default blockage width calculation.
"Inform me about the Floorplan variable, PDN_TCL?","This variable specifies the file path which has a set of power grid policies used by pdn to be applied to the design, such as layers to use, stripe width and spacing to generate the actual metal straps."
What is the purpose of the PDN_TCL variable in Floorplan?,"This variable specifies the file path which has a set of power grid policies used by pdn to be applied to the design, such as layers to use, stripe width and spacing to generate the actual metal straps."
"Inform me about the Floorplan variable, PDN_TCL?",Specifies the file path for power grid policies used by pdn.
"Tell me about the Floorplan variable, MAKE_TRACKS.",MAKE_TRACKS variable outlines the Tcl file that defines adding routing tracks to a floorplan.
How does the MAKE_TRACKS variable in Floorplan function?,MAKE_TRACKS variable outlines the Tcl file that defines adding routing tracks to a floorplan.
"Tell me about the Floorplan variable, MAKE_TRACKS.",MAKE_TRACKS outlines a Tcl file for adding routing tracks to a floorplan.
"What is the function of the Floorplan variable, IO_PLACER_H?",The metal layer on which to place the I/O pins horizontally (top and bottom of the die).
What does the IO_PLACER_H variable in Floorplan specify?,The metal layer on which to place the I/O pins horizontally (top and bottom of the die).
"What is the function of the Floorplan variable, IO_PLACER_H?",Specifies the metal layer for horizontal I/O pin placement.
"Inform me about the Floorplan variable, IO_PLACER_V?",The metal layer on which to place the I/O pins vertically (sides of the die).
How does the IO_PLACER_V variable in Floorplan operate?,The metal layer on which to place the I/O pins vertically (sides of the die).
"Inform me about the Floorplan variable, IO_PLACER_V?",Specifies the metal layer for vertical I/O pin placement.
"Tell me about the Floorplan variable, GUI_NO_TIMING?",Skip loading timing for a faster GUI load.
What does the GUI_NO_TIMING variable in Floorplan control?,Skip loading timing for a faster GUI load.
"Tell me about the Floorplan variable, GUI_NO_TIMING?",Skips loading timing for faster GUI loading.
"Give me a description for the following ‘Placement’ tool variable, HAS_IO_CONSTRAINTS?",Skip the initial non-IO based global placement if IO constraints are present.
Can you describe the HAS_IO_CONSTRAINTS variable in the Placement tool?,Skip the initial non-IO based global placement if IO constraints are present.
"Give me a description for the following ‘Placement’ tool variable, HAS_IO_CONSTRAINTS?",Skips initial non-IO based global placement if IO constraints exist.
"Tell me about the ‘Placement’ tool variable, CELL_PAD_IN_SITES_GLOBAL_PLACEMENT?",Cell padding on both sides in site widths to ease routability during global placement.
What does the CELL_PAD_IN_SITES_GLOBAL_PLACEMENT variable in Placement do?,Cell padding on both sides in site widths to ease routability during global placement.
"Tell me about the ‘Placement’ tool variable, CELL_PAD_IN_SITES_GLOBAL_PLACEMENT?",Defines cell padding in site widths for global placement routability.
"What does this ‘Placement’ tool variable, CELL_PAD_IN_SITES_DETAIL_PLACEMENT do?",Cell padding on both sides in site widths to ease routability in detail placement.
How does the CELL_PAD_IN_SITES_DETAIL_PLACEMENT variable in Placement function?,Cell padding on both sides in site widths to ease routability in detail placement.
"What does this ‘Placement’ tool variable, CELL_PAD_IN_SITES_DETAIL_PLACEMENT do?",Defines cell padding in site widths for detail placement routability.
"Give me a description for the following ‘Placement’ tool variable, PLACE_DENSITY?",The desired placement density of cells. It reflects how spread the cells would be on the core area. 1.0 = closely dense. 0.0 = widely spread.
What does the PLACE_DENSITY variable in Placement control?,The desired placement density of cells. It reflects how spread the cells would be on the core area. 1.0 = closely dense. 0.0 = widely spread.
"Give me a description for the following ‘Placement’ tool variable, PLACE_DENSITY?",Sets the desired placement density of cells on the core area.
"What does this ‘Placement’ tool variable, PLACE_DENSITY_LB_ADDON do?",Check the lower boundary of the PLACE_DENSITY and add PLACE_DENSITY_LB_ADDON if it exists.
How does the PLACE_DENSITY_LB_ADDON variable in Placement operate?,Check the lower boundary of the PLACE_DENSITY and add PLACE_DENSITY_LB_ADDON if it exists.
"What does this ‘Placement’ tool variable, PLACE_DENSITY_LB_ADDON do?",Adjusts the lower boundary of PLACE_DENSITY with an addon if present.
"State the function of this OpenROAD ‘Placement’ tool variable, REPAIR_PDN_VIA_LAYER?",Remove power grid vias which generate DRC violations after detailed routing.
What does the REPAIR_PDN_VIA_LAYER variable in Placement specify?,Remove power grid vias which generate DRC violations after detailed routing.
"State the function of this OpenROAD ‘Placement’ tool variable, REPAIR_PDN_VIA_LAYER?",Removes power grid vias causing DRC violations after detailed routing.
"Give me a description for the following OpenROAD ‘Placement’ tool variable, GLOBAL_PLACEMENT_ARGS?",Use additional tuning parameters during global placement other than default args defined in gloabl_place.tcl.
Can you explain the GLOBAL_PLACEMENT_ARGS variable in Placement?,Use additional tuning parameters during global placement other than default args defined in gloabl_place.tcl.
"Give me a description for the following OpenROAD ‘Placement’ tool variable, GLOBAL_PLACEMENT_ARGS?",Uses additional parameters for global placement beyond default args.
"What does this OpenROAD ‘Placement’ tool variable, ENABLE_DPO do?",Enable detail placement with improve_placement feature.
What does the ENABLE_DPO variable in Placement do?,Enable detail placement with improve_placement feature.
"What does this OpenROAD ‘Placement’ tool variable, ENABLE_DPO do?",Enables detailed placement improvement.
"Give me a description for the following OpenROAD ‘Placement’ tool variable, DPO_MAX_DISPLACEMENT?",Specifies how far an instance can be moved when optimizing.
How does the DPO_MAX_DISPLACEMENT variable in Placement function?,Specifies how far an instance can be moved when optimizing.
"Give me a description for the following OpenROAD ‘Placement’ tool variable, DPO_MAX_DISPLACEMENT?",Limits instance movement distance during optimization.
"Give me a description for the following OpenROAD ‘Placement’ tool variable, GPL_TIMING_DRIVEN?","In OpenROAD Flow Scripts (ORFS), the GPL_TIMING_DRIVEN variable specifies whether the global placer (gpl) should use timing driven-placement. Timing-driven placement will cause gpl to ocassionally run static timing analysis (sta) during placement in order to determine the timing on each net. gpl will then reweight the nets based on how timing-critical they are. This process improves the timing of the netlist by decreasing the distance between timing-critical cells, but it also causes an increase in gpl runtime due to running timing analysis."
What does the GPL_TIMING_DRIVEN variable in Placement control?,"In OpenROAD Flow Scripts (ORFS), the GPL_TIMING_DRIVEN variable specifies whether the global placer (gpl) should use timing driven-placement. Timing-driven placement will cause gpl to ocassionally run static timing analysis (sta) during placement in order to determine the timing on each net. gpl will then reweight the nets based on how timing-critical they are. This process improves the timing of the netlist by decreasing the distance between timing-critical cells, but it also causes an increase in gpl runtime due to running timing analysis."
"Give me a description for the following OpenROAD ‘Placement’ tool variable, GPL_TIMING_DRIVEN?","GPL_TIMING_DRIVEN toggles timing-driven global placement, affecting gpl runtime and netlist timing."
"Give me a description for the following OpenROAD ‘Placement’ tool variable, GPL_ROUTABILITY_DRIVEN?","In OpenROAD Flow Scripts (ORFS), the GPL_ROUTABILITY_DRIVEN variable specifies whether the global placer (gpl) should use routability driven-placement. Routability-driven placement will cause gpl to ocassionally run global routing (grt) during placement in order to determine routing congestion hotspots. gpl will then reweight the nets based on how congestion data. This process improves the routability of the netlist by spacing out cells in routing congested areas, but it also causes an increase in gpl runtime due to running global routing."
How does the GPL_ROUTABILITY_DRIVEN variable in Placement operate?,"In OpenROAD Flow Scripts (ORFS), the GPL_ROUTABILITY_DRIVEN variable specifies whether the global placer (gpl) should use routability driven-placement. Routability-driven placement will cause gpl to ocassionally run global routing (grt) during placement in order to determine routing congestion hotspots. gpl will then reweight the nets based on how congestion data. This process improves the routability of the netlist by spacing out cells in routing congested areas, but it also causes an increase in gpl runtime due to running global routing."
"Give me a description for the following OpenROAD ‘Placement’ tool variable, GPL_ROUTABILITY_DRIVEN?","GPL_ROUTABILITY_DRIVEN toggles routability-driven global placement, influencing gpl runtime and netlist routability."
"Give me a description for the following OpenROAD ‘Placement’ tool variable, CAP_MARGIN?",Specifies a capacitance margin when fixing max capacitance violations. This option allow you to overfix.
What does the CAP_MARGIN variable in Placement specify?,Specifies a capacitance margin when fixing max capacitance violations. This option allow you to overfix.
"Give me a description for the following OpenROAD ‘Placement’ tool variable, CAP_MARGIN?",Sets a capacitance margin for overfixing max capacitance violations.
"Give me a description for the following OpenROAD ‘Placement’ tool variable, SLEW_MARGIN?",Specifies a slew margin when fixing max slew violations. This option allow you to overfix.
How does the SLEW_MARGIN variable in Placement function?,Specifies a slew margin when fixing max slew violations. This option allow you to overfix.
"Give me a description for the following OpenROAD ‘Placement’ tool variable, SLEW_MARGIN?",Sets a slew margin for overfixing max slew violations.
"What is the use of the following OpenROAD Clock Tree Synthesis (CTS) variable, CTS_ARGS?",Override clock_tree_synthesis arguments
What does the CTS_ARGS variable in Clock Tree Synthesis control?,Override clock_tree_synthesis arguments
"What is the use of the following OpenROAD Clock Tree Synthesis (CTS) variable, CTS_ARGS?",Overrides arguments for clock tree synthesis.
What does CTS_BUF_CELL do in ORFS?,The CTS_BUF_CELL variable sets the root buffer cell used in the clock tree during clock tree synthesis (CTS)
What is the purpose of the CTS_BUF_CELL variable in ORFS?,The CTS_BUF_CELL variable sets the root buffer cell used in the clock tree during clock tree synthesis (CTS)
What does CTS_BUF_CELL do in ORFS?,CTS_BUF_CELL selects the root buffer cell for clock tree synthesis.
What is the use of the ORFS variable FILL_CELLS?,The FILL_CELLS variable holds a list of cell names to use as filler cells. Wildcard patterns (*) are supported. Fill cells are used to fill empty cell sites which aids in satisfying design rules and density rules.
How does the FILL_CELLS variable in ORFS function?,The FILL_CELLS variable holds a list of cell names to use as filler cells. Wildcard patterns (*) are supported. Fill cells are used to fill empty cell sites which aids in satisfying design rules and density rules.
What is the use of the ORFS variable FILL_CELLS?,"FILL_CELLS lists cell names for filler cells, supporting wildcards."
"What is the use of the following OpenROAD Clock Tree Synthesis (CTS) variable, HOLD_SLACK_MARGIN?",Specifies a time margin for the slack when fixing hold violations. This option allow you to overfix.
What does the HOLD_SLACK_MARGIN variable in Clock Tree Synthesis specify?,Specifies a time margin for the slack when fixing hold violations. This option allow you to overfix.
