code,prompt
"# Get the design block
block = ord.get_db_block()
# Get the core area of the design
area = block.getCoreArea()
# Get the width and height of the core area
dx = area.dx()
dy = area.dy()
# Calculate the core area
core_area = dx*dy
# Return the calculated core area
return core_area",Get the core area
"# Get the design block
block = ord.get_db_block()
# Report global connection of the design
global_connection = block.reportGlobalConnect()
# Return the global connections
return global_connection",Report all the global connection rules
"# Get the design block
block = ord.get_db_block()
# Initialize a variable to store the total number of pins
total_pins = 0
# Get instances
insts = block.getInsts()

# Iterate over instances
for inst in insts:
    # Add the number of pins of the instance to the total
    total_pins += len(inst.getITerms())

# Return the total number of pins
return total_pins",Get the total number of pins
"# Get the design block
block = ord.get_db_block()
# Get instances
insts = block.getInsts()
# Initialize a list to store instance names
inst_name =[]

# Iterate over instances and append their names to the list
for inst in insts:
        inst_name.append(inst.getName())

# Return the list of instance names
return inst_name",List all the instances name
"# Get the design block
block = ord.get_db_block()
# Initialize a list to store clock nets
clock_nets = []
# Get all nets
nets = block.getNets()
# Iterate over nets
for net in nets:
    # Check if the net is a CLOCK net
    if net.getSigType() == 'CLOCK':
        # Check if the net is a CLOCK net
        clock_nets.append(net)
# Check if CLOCK nets exist
if len(clock_nets) > 0:
    return True
else:
    return False",Check if the design has any clock nets
"# Get the design block
block = ord.get_db_block()
# Initialize variables to count power and ground nets
power_nets = 0
ground_nets = 0
# Get all nets
nets = block.getNets()
# Iterate over nets
for net in nets:
    # Check if the net is a POWER net
    if net.getSigType() == 'POWER':
        power_nets += 1
    # Check if the net is a GROUND net
    elif net.getSigType() == 'GROUND':
        ground_nets += 1
# Return the counts of power and ground nets
return power_nets, ground_nets",Get the total number of power and ground nets
"# Get the chip associated with the design's block.

# Retrieve the design block
block = design.getBlock()  

# Get the chip associated with the design block.
chip = block.getChip()  

# Return the chip associated with the design block.
return chip  ",Give me the chip of a given block
"# Get the nets in a given block

# Get the design block
block = design.getBlock()

# Get all nets
nets = block.getNets()

# Return the list of nets
return nets",Get all nets in a given block
design.getBlock().getName(),Get the name of the design block
"# Get the logic ports for a given block

# Get the design block
block = design.getBlock()

# Get all logic ports
logic_ports = block.getLogicPorts()

# Return the list of logic ports
return logic_ports",Get the logic ports for a given block
"# Get the location of all instances
# Get the design block
block = design.getBlock()

# Get all instances
insts = block.getInsts()

# Iterate through all instances
for inst in insts:
    # Print the instance name and its location
    print(inst.getName(), ""Location:"", inst.getLocation())",Get the location of all instances
"# Check if the instance 'FILLER_0_0_1' is placed or not

# Get the design block
block = design.getBlock()

# Get all instances
insts = block.getInsts()

# Name of the instance to check placement status
inst_name = 'FILLER_0_0_1'

# Iterate through all instances
for inst in insts:
    # Check if the instance name matches the target instance
    if inst.getName() == inst_name:
        # Return the placement status of the instance
        return inst.isPlaced()",Check if the instance 'FILLER_0_0_1' placed or not
"# Get the children of 'FILLER_0_0_1' instance

# Get the design block
block = design.getBlock()

# Get all instances
insts = block.getInsts()

# Name of the instance whose children are to be retrieved
inst_name = 'FILLER_0_0_1'

# Initialize a list to store children instances
children = []

# Iterate through all instances
for inst in insts:
    # Check if the instance name matches the target instance
    if inst.getName() == inst_name:
        # Get the children instances of the target instance
        children = inst.getChildren()
        break

# Return the list of children instances
return children",Get the children of 'FILLER_0_0_1' instance
"# Get the design block
block = ord.get_db_block()
# Get all nets
nets = block.getNets()
# Initialize variables to track the net with the maximum capacitance
max_cap_net = None
max_cap = float('-inf')
# Iterate over nets
for net in nets:
    # Get the total capacitance of the net
    cap = timing.getNetCap(net, corner, timing.Max)
    # Check if the capacitance of the current net is greater than the maximum capacitance found so far
    if cap > max_cap:
        # Update the maximum capacitance and the corresponding net
        max_cap = cap
        max_cap_net = net
# Return the net with the maximum capacitance
return max_cap_net.getName()",Identify the nets with the highest capacitance
"# Get the design block
block = ord.get_db_block()
# Find the instance named ""split30""
return block.findInst(""split30"")",Find instance split30
"# Get the design block
block = ord.get_db_block()        
# Get all nets
nets = block.getNets()
# Define the fanout threshold
gt_fanout = 10
# Initialize a list to store nets with fanout greater than the threshold
net_fanout = []
# Iterate over nets
for net in nets:
        # Get the name of the net
        net_name = net.getName()
        # Initialize a list to store output pins
        output_pins = []
        # Get all ITerms associated with the net
        net_ITerms = net.getITerms()
        # Iterate over ITerms
        for net_ITerm in net_ITerms:
                # Check if the ITerm represents an input signal
                if (net_ITerm.isInputSignal()):
                        # Get the name of the pin
                        pin_name = design.getITermName(net_ITerm)
                        # Append the pin name to the list of output pins
                        output_pins.append(pin_name)
        # Check if the number of output pins exceeds the fanout threshold
        if len(output_pins) > gt_fanout:
                 # Append the net name and its fanout to the list
                 net_fanout.append([net_name, len(output_pins)])
# Return the list of nets with fanout greater than the threshold
return net_fanout",Give me a list of nets with a fanout greater than 10
"# Get the design block
block = ord.get_db_block()
# Get all nets
nets = block.getNets()
# Initialize variables to store maximum fanout and its corresponding net
max_fanout = 0
# Lists to store net names and their corresponding fanouts
net_fanout_list = []
net_name_list = []
# Iterate over nets
for net in nets:
        # Get the name of the net
        net_name = net.getName()
        # Initialize a list to store output pins
        output_pins = []
        # Get all ITerms associated with the net
        net_ITerms = net.getITerms()
        # Iterate over ITerms
        for net_ITerm in net_ITerms:
                # Check if the ITerm represents an input signal
                if (net_ITerm.isInputSignal()):
                        # Get the name of the pin
                        pin_name = design.getITermName(net_ITerm)
                        # Append the pin name to the list of output pins
                        output_pins.append(pin_name)
         # Append the net name and its fanout to the respective lists
         net_name_list.append(net_name)        
         net_fanout_list.append(len(output_pins))
# Find the maximum fanout
max_fanout = max(net_fanout_list)
# Find the index of the net with the maximum fanout
max_fanout_index = net_fanout_list.index(max_fanout)
# Get the name of the net with the maximum fanout
max_fanout_net = net_name_list[max_fanout_index]
# Return the net with the maximum fanout
return max_fanout_net",Give me a list of nets with the maximum fanout 
"# Get the design block
block = ord.get_db_block()
# Get all instances
insts = block.getInsts()
# Initialize a list to store unique name of library cell types
masters_list = []
# Iterate over instances
for inst in insts:
        # Get the master associated with the instance
        mast = inst.getMaster()
        mast_name = mast.getName()        
        # Check if the library cell name is not already in the list
        if mast_name not in masters_list:
                # Append the library cell name to the list
                masters_list.append(mast_name)
# Return the list of unique library cell names
return masters_list",List all the library cells used
"# Get the design block
block = ord.get_db_block()
# Get the total number of connections (nets)
total_connections = len(block.getNets())
# Return the total number of connections
return total_connections",Get the total number of connections (nets)
"# Get all the input/output nets for a given block

# Get the design block
block = design.getBlock()

# Get all nets
nets = block.getNets()

# Initialize a list to store input/output nets
io_nets = []

# Iterate through all nets
for net in nets:
    # Check if the net is an input/output net
    if net.isIO():
        # If it's an input/output net, add it to the list
        io_nets.append(net)

# Return the list of input/output nets
return io_nets",get all the input output nets for a given block
"# Get a list of all the output pins

# Get the design block
block = design.getBlock()

# Get all instances
insts = block.getInsts()

# Initialize a list to store output pins
output_pins_list = []

# Iterate through all instances
for inst in insts:
    # Get all input pins (ITerms) of the instance
    pins = inst.getITerms()
    # Iterate through all input pins
    for pin in pins:
        # Check if the pin is an output signal
        if pin.isOutputSignal():
            # If it's an output signal, add it to the list
            output_pins_list.append(pin)

# Return the list of output pins
return output_pins_list",get a list of all the output pins
"#Give me all nets connecting to the instance '_411_'

# Instance name to search for
inst_name = ""_411_""

# Get the design block
block = design.getBlock()

# Get all instances
insts = block.getInsts()

# Initialize a variable to store the nets of the instance
nets = None

# Iterate through all instances
for inst in insts:
    # Check if the instance name matches the target instance
    if inst.getName() == inst_name:
        # Get all pins (ITerms) of the instance and extract their associated nets
        nets = [pin.getNet() for pin in inst.getITerms()]
        break

# Return the nets of the instance
return nets
",Give me all nets connecting to the instance '_411_'
"# Get weights of all the instances

# Get the design block
block = design.getBlock()

# Get all instances
insts = block.getInsts()

# Initialize a dictionary to store weights of instances
inst_weight_dict = {}

# Iterate through all instances
for inst in insts:
    # Get the instance name
    name = inst.getName()
    # Check if the instance name is not already in the dictionary
    if name not in inst_weight_dict:
        # If not, add the instance name and its weight to the dictionary
        inst_weight_dict[name] = inst.getWeight()

# Return the dictionary containing weights of instances
return inst_weight_dict",get Weights of all the instances
"# Get length and width of the Bounding Box of the instance '_411_'

# Get the design block
block = design.getBlock()

# Find the instance with the specified name
inst = block.findInst('_411_')

# Get the length and width of the Bounding Box of the instance
length = inst.getBBox().getLength()
width = inst.getBBox().getWidth()

# Return the length and width
return (length, width)
",get length and width of the bounding Box of the instance ''_411_'
"# Get source type of all the instances on level 1

# Get the design block
block = design.getBlock()

# Get all instances
insts = block.getInsts()

# Initialize a dictionary to store source types of instances on level 1
lvl1_inst_src_type = {}

# Iterate through all instances
for inst in insts:
    # Check if the instance is on level 1
    if inst.getLevel() == 1:
        # Add the instance name and its source type to the dictionary
        lvl1_inst_src_type[inst.getName()] = inst.getSourceType()

# Return the dictionary containing source types of instances on level 1
return lvl1_inst_src_type
",get source type of all the instance on level 1
"# Set the placement status of the instance '_411_' to 'UNPLACED'

# Get the design block
block = design.getBlock()

# Find the instance with the specified name
inst = block.findInst('_411_')

# Set the placement status of the instance to 'UNPLACED'
inst.setPlacementStatus('UNPLACED')
",set the placement Status of the instance '_411_' to 'UNPLACED'
"# Get all the blockages

# Get the design block
block = design.getBlock()

# Return all blockages
return block.getBlockages()",get all the blockages
"# Reset the tapcell in the design

# Get the tapcell in the design
tapcell = design.getTapcell()

# Reset the tapcell
tapcell.reset()",reset the tapcell in the design
"# Retrieve the capacitor-coupled segments

# Get the design block
block = design.getBlock()

# Return the capacitor-coupled segments
return block.getCCSegs()",retrieve the capacitor-coupled segments
"# Get the sites of rows

# Get the design block
block = design.getBlock()

# Get all rows
rows = block.getRows()

# Initialize a dictionary to store row names and their corresponding sites
row_site_dict = {}

# Iterate through all rows
for row in rows:
    # Add the row name and its site to the dictionary
    row_site_dict[row.getName()] = row.getSite()

# Return the dictionary containing row names and their sites
return row_site_dict",get the sites of rows
"# Get the height and width of the sites of each row

# Get the design block
block = design.getBlock()

# Get all rows
rows = block.getRows()

# Initialize a dictionary to store row names and their corresponding site dimensions
row_site_dict = {}

# Iterate through all rows
for row in rows:
    # Check if the row has a site
    if row.getSite():
        # Add the row name and its site dimensions to the dictionary
        row_site_dict[row.getName()] = [row.getSite().getHeight(), row.getSite().getWidth()]

# Return the dictionary containing row names and their site dimensions
return row_site_dict",get the height and width of the sites of each row
"# Get the location, orientation, direction, and spacing of rows

# Get the design block
block = design.getBlock()

# Get all rows
rows = block.getRows()

# Iterate through all rows
for i in range(len(rows)):
    row = rows[i]
    # Print row information
    print(""Row"", i, row.getName())
    print(""Location:"", row.getOrigin())
    print(""Rotation:"", row.getOrient())
    print(""Direction:"", row.getDirection())
    print(""Block spacing:"", row.getSpacing())
","get the location, rotation, direction and spacing of rows"
"# Get the rows with hybrid sites

# Get the design block
block = design.getBlock()

# Get all rows
rows = block.getRows()

# Initialize a list to store rows with hybrid sites
hybrid_row_site = []

# Iterate through all rows
for i in range(len(rows)):
    row = rows[i]
    site = row.getSite()
    # Check if the site is hybrid
    if site.isHybrid():
        # Append the row and its site to the list
        hybrid_row_site.append((row, site))

# Return the list of rows with hybrid sites
return hybrid_row_site",get the rows with hybrid sites
"# Get all the instances and their halos

# Get the design block
block = design.getBlock()

# Get all instances
insts = block.getInsts()

# Initialize a dictionary to store instances and their halos
inst_halos = {}

# Iterate through all instances
for inst in insts:
    # Add the instance name and its halo to the dictionary
    inst_halos[inst.getName()] = inst.getHalo()

# Return the dictionary containing instances and their halos
return inst_halos",get all the instances and there halos
"# Get the instances and their respective regions

# Get the design block
block = design.getBlock()

# Get all instances
insts = block.getInsts()

# Initialize a dictionary to store instances and their regions
inst_regions = {}

# Iterate through all instances
for inst in insts:
    # Add the instance name and its region to the dictionary
    inst_regions[inst.getName()] = inst.getRegion()

# Return the dictionary containing instances and their regions
return inst_regions",get the instances and their respective regions
"# Get all the do not touch instances and set do not touch to true if false for instances

# Get the design block
block = design.getBlock()

# Get all instances
insts = block.getInsts()

# Initialize a dictionary to store do not touch instances
do_not_touch_elements = {}

# Iterate through all instances
for inst in insts:
    # Check if the instance is marked as do not touch
    if inst.isDoNotTouch():
        # Add the instance to the dictionary
        do_not_touch_elements[inst.getName()] = inst
    else:
        # Set do not touch to true for instances marked as false
        inst.setDoNotTouch(True)

# Return the dictionary containing do not touch instances
return do_not_touch_elements",get the all the do not touch instance and set do not touch to true if false for instances 
"# Set the EcoCreate and EcoDestroy for instance '_411_' to true

# Get the design block
block = design.getBlock()

# Find the instance with name '_411_'
inst = block.findInst('_411_')

# Set EcoCreate and EcoDestroy to true
inst.setEcoCreate(True)
inst.setEcoDestroy(True)

# Return the modified instance
return inst",set the EcoCreate and EcoDestroy for instance '_411_' true
"# Mark the first output nets of the instances '_411_' and 'input1'

# Get the design block
block = design.getBlock()

# Find the instances '_411_' and 'input1'
inst1 = block.findInst('_411_')
inst2 = block.findInst('input1')

# Mark the first output net of instance '_411_'
inst1.getFirstOutput().getNet().setMark(True)

# Mark the first output net of instance 'input1'
inst2.getFirstOutput().getNet().setMark(True)
",mark the first output nets of the instances '_411_' and 'input1'
"# Get the nets that are disconnected from RC network

# Get the design block
block = design.getBlock()

# Get all the nets
nets = block.getNets()

# Initialize a list to store RC disconnected nets
rc_disconnected_nets = []

# Iterate through all the nets
for net in nets:
    # Check if the net is RC disconnected
    if net.isRCDisconnected():
        # Add the net to the list
        rc_disconnected_nets.append(net)

# Return the list of RC disconnected nets
return rc_disconnected_nets",Get the nets that are disconnected from RC network
"# Disconnect the nets of the instance 'input1' from the RC network

# Get the design block
block = design.getBlock()

# Find the instance with name 'input1'
inst = block.findInst('input1')

# Get the pins of the instance
pins = inst.getITerms()

# Iterate through the pins
for pin in pins:
    # Get the net connected to the pin
    net = pin.getNet()
    if net:
        # Set the RC disconnected flag for the net
        net.setRCDisconnected(True)
",Disconnect the nets of the instance 'input1' from the RC network
"# Get the points of the placement bounding box of the library cell of the instance '_411_'

# Get the design block
block = design.getBlock()

# Find the instance with name '_411_'
inst = block.findInst('_411_')

# Get the library cell associated with the instance
master = inst.getMaster()

# Get the placement bounding box of the library cell
placement_boundary = master.getPlacementBoundary()

# Return the points of the placement bounding box
return placement_boundary.getPoints()
",get the points of the placement bounding box of the library cell of the instance '_411_'
"# Clear user flags of instance '_411_'

# Get the design block
block = design.getBlock()

# Find the instance with name '_411_'
inst = block.findInst('_411_')

# Clear user flags 1, 2, and 3 of the instance
inst.clearUserFlag1()
inst.clearUserFlag2()
inst.clearUserFlag3()",clear user flags of instance '_411_'
"# Check if the instance '_411_' is marked as an end cap cell.

# Get the design block
block = design.getBlock()

# Find the instance with name '_411_'
inst = block.findInst('_411_')

# Check if the instance is marked as an end cap
return inst.isEndCap()",Check if the instance '_411_' is marked as an end cap cell.
"# Map nets to the wires

# Get the design block
block = design.getBlock()

# Get all nets
nets = block.getNets()

# Initialize a dictionary to store net-wire mappings
net_wire_dict = {}

# Iterate through all nets
for net in nets:
    # Get the name of the net
    net_name = net.getName()
    
    # If the net name is not already in the dictionary, initialize an empty list
    if net_name not in net_wire_dict:
        net_wire_dict[net_name] = []
    
    # Append the wire connected to the net to the list in the dictionary
    net_wire_dict[net_name].append(net.getWire())

# Return the net-wire dictionary
return net_wire_dict",map nets to the wires
"# Get the MTerms of the master cell of the instance '_411_'

# Get the design block
block = design.getBlock()

# Find the instance with name '_411_'
inst = block.findInst('_411_')

# Get the MTerms of the master cell
mterms = inst.getMaster().getMTerms()

# Return the MTerms
return mterms",get the MTerms of the master cell of the instance '_411_'
"# Get the IoType of the pins of the instance '_411_'

# Get the design block
block = design.getBlock()

# Find the instance with name '_411_'
inst = block.findInst('_411_')

# Get the MTerms of the master cell
mterms = inst.getMaster().getMTerms()

# Initialize a dictionary to store IoTypes
iotype_dict = {}

# Iterate through all MTerms
for term in mterms:
    # Store the IoType of each term in the dictionary
    iotype_dict[term.getName()] = term.getIoType()

# Return the dictionary containing IoTypes
return iotype_dict",get the IoType of the pins of the instance '_411_'
"block = design.getBlock()
insts = block.getInsts()
inst_list = []
for inst in insts:
    if not inst.getMaster().isCore():
        inst_list.append(inst)
return inst_list",get the instances whose masters are not of type CORE
"# Get the number of masks of each layer

# Get the design block
block = design.getBlock()

# Get the technology information
tech = block.getTech()

# Get all layers
layers = tech.getLayers()

# Initialize a dictionary to store the number of masks for each layer
num_masks = {}

# Iterate through all layers
for layer in layers:
    # Store the number of masks for each layer
    num_masks[layer.getName()] = layer.getNumMasks()

# Return the dictionary containing the number of masks for each layer
return num_masks",get the number of masks of each layer
"# Get the clearance measure

# Get the design block
block = design.getBlock()

# Get the technology information
tech = block.getTech()

# Return the clearance measure
return tech.getClearanceMeasure()",get the measure system
"# Check LEF USEMINSPACING is set or not

# Get the design block
block = design.getBlock()

# Get the technology information
tech = block.getTech()

# Return whether UseMinSpacingObs is set in the technology
return tech.getUseMinSpacingObs()",Check LEF USEMINSPACING is set or not
"# Get the layers if they are set as isRectOnly

# Get the design block
block = design.getBlock()

# Get the technology information
tech = block.getTech()

# Get all layers
layers = tech.getLayers()

# Initialize a list to store layers are set as RectOnly
rect_layers = []

# Iterate through all layers
for layer in layers:
    # Check if the layer is set as RectOnly
    if layer.isRectOnly():
        # Append the rectangle-only layer to the list
        rect_layers.append(layer)

# Return the list of rectangle-only layers
return rect_layers",Get the layers if they are set as isRectOnly
"# Get the alias of all the layers

# Get the design block
block = design.getBlock()

# Get the technology information
tech = block.getTech()

# Get all layers
layers = tech.getLayers()

# Initialize a dictionary to store the Alias of each layer
layer_alias = {}

# Iterate through all layers
for layer in layers:
    # Store the Alias of each layer
    layer_alias[layer.getName()] = layer.getAlias()

# Return the dictionary containing the Alias of all layers
return layer_alias",Get the alias of all the layers
"# Set the alias of the layers by the name convention ''layer i"" where i is the index of the layer

# Get the design block
block = design.getBlock()

# Get the technology information
tech = block.getTech()

# Get all layers
layers = tech.getLayers()

# Initialize a dictionary to store the Alias of each layer
layer_alias = {}

# Iterate through all layers
for layer in layers:
    # Construct the Alias using the layer index
    alias = ""Layer "" + str(layer.getNumber())
    
    # Set the Alias of the layer
    layer.setAlias(alias)
    
    # Store the Alias of the layer in the dictionary
    layer_alias[layer.getName()] = alias

# Return the dictionary containing the updated Alias of layers
return layer_alias
","Set the Alias of the layers by the name convention ''layer i"" where i is the index of the layer"
"# Get LEF version

# Get the design block
block = design.getBlock()

# Get the technology information
tech = block.getTech()

# Return the LEF version of the technology
return tech.getLefVersion()",Get LEF version
"# Get LEF version as a string

# Get the design block
block = design.getBlock()

# Get the technology information
tech = block.getTech()

# Return the LEF version of the technology as a string
return tech.getLefVersionStr()",Get LEF version as a string
"# Get the resistance of all the layers

# Get the design block
block = design.getBlock()

# Get the technology information
tech = block.getTech()

# Get all layers
layers = tech.getLayers()

# Initialize a dictionary to store the resistance of each layer
layer_resistance = {}

# Iterate through all layers
for layer in layers:
    # Get the resistance of the layer and store it in the dictionary
    layer_resistance[layer.getName()] = layer.getResistance()

# Return the dictionary containing the resistance of each layer
return layer_resistance",Get the resistance of all the layers
"# Get edge capacitance of all the layers

# Get the design block
block = design.getBlock()

# Get the technology information
tech = block.getTech()

# Get all layers
layers = tech.getLayers()

# Initialize a dictionary to store the edge capacitance of each layer
layer_edge_capacitance = {}

# Iterate through all layers
for layer in layers:
    # Get the edge capacitance of the layer and store it in the dictionary
    layer_edge_capacitance[layer.getName()] = layer.getEdgeCapacitance()

# Return the dictionary containing the edge capacitance of each layer
return layer_edge_capacitance",get edge capacitance of all the layers
"# Get the upper and lower layer of the layer 'metal5'

# Get the design block
block = design.getBlock()

# Get the technology information
tech = block.getTech()

# Find the layer 'metal5'
layer = tech.findLayer('metal5')

# Return the upper and lower layer of 'metal5'
return (layer.getUpperLayer(), layer.getLowerLayer())",get the upper and lower layer of the layer 'metal5'
"# Check if instance '_411_' is buffer and if it is an End Cap cell
block = design.getBlock()

# Find the instance '_411_'
inst = block.findInst('_411_')

# Get the master of the instance
master = inst.getMaster()

# Check if the design is buffer for the master and if the master is End Cap
return design.isBuffer(master) and master.isEndCap()",Check if instance '_411_' is buffer and if it is an End Cap cell
"# Get the instances whose masters are of type sequential and make the master of instance '_411_' sequential

block = design.getBlock()

# Get all instances
insts = block.getInsts()

# List to store sequential instances
seq_insts = []

# Iterate through instances
for inst in insts:
    # Get the master of the instance
    master = inst.getMaster()
    
    # Check if the instance is '_411_'
    if inst.getName() == '_411_':
        # Make the master of instance '_411_' sequential
        master.setSequential(True)
    
    # Check if the master is of type sequential
    if master.isSequential():
        seq_insts.append(inst)

# Return sequential instances
return seq_insts
",Get the instances whose masters are of type sequential and make the master of instance '_411_' sequential
"# Check if the instance '411' has any pin set as clocked
block = design.getBlock()

# Find the instance '411'
inst = block.findInst('_411_')

# Get all pins of the instance
pins = inst.getITerms()

# List to store pins set as clocked
clocked_ports = []

# Check if any pin is set as clocked
for pin in pins:
    if pin.isClocked():
        clocked_ports.append(pin)

# Return clocked ports
return clocked_ports",Check if the instance '411' has any pin set as clocked
"# Display the location, orient, direction, and spacing of each row
block = design.getBlock()
rows = block.getRows()

# Print table header
print(""{:<15} {:<15} {:<15} {:<15}"".format(""Row Name"", ""Location"", ""Direction"", ""Spacing""))

# Print data in a table format
for row in rows:
    location = str(row.getOrigin())
    direction = str(row.getDirection())
    spacing = str(row.getSpacing())
    
    print(""{:<15} {:<15} {:<15} {:<15}"".format(row.getName(), location, direction, spacing))","Display the location, orient, direction, and spacing of each row"
"# Get the rows with 'MX' orient and get the instances and the first output pin of all instances
block = design.getBlock()
rows = block.getRows()
insts = block.getInsts()

# Initialize dictionaries to store the results
output_pins_dict = {}
MX_rows = []

# Iterate over rows to find those with 'MX' rotation
for row in rows:
    if row.getOrient() == ""MX"":
        MX_rows.append(row)

# Iterate over instances to find their output pins
for inst in insts:
    if inst.getFirstOutput():
        output_pins_dict[inst.getName()] = inst.getFirstOutput()

# Return the rows with 'MX' orientation and output pins of instances
return (MX_rows, output_pins_dict)",Get the rows with 'MX' rotation and get the instances and the first output pin of all instances.
"# Get all the instances and their halos and regions in a dictionary
block = design.getBlock()
insts = block.getInsts()
inst_halo_region_dict = {}

# Iterate over instances to collect their halos and regions
for inst in insts:
    inst_halo_region_dict[inst.getName()] = (inst.getHalo(), inst.getRegion())

# Return the dictionary with instance names as keys and a tuple of halo net and region as values
return inst_halo_region_dict",Get all the instances and their halos and regions in a dictionary with the instance name as the key and a tuple of halo net and region as value
"# Get the all the do not touch instances and set do not touch to true for pad instances
# Also, set the EcoCreate and EcoDestroy for instance '_411_' to True.

block = design.getBlock()
insts = block.getInsts()
dnt_insts = []

# Iterate over instances to set 'Do Not Touch' for pads and collect do not touch instances
for inst in insts:
    if inst.isPad():
        inst.setDoNotTouch(True)
        
    if inst.isDoNotTouch():
        dnt_insts.append(inst)
    
    #set the EcoCreate and EcoDestroy for instance '_411_' true.
    if inst.getName() == ""_411_"":
        inst.setEcoCreate(True)
        inst.setEcoDestroy(True)
        
return dnt_insts",Get the all the do not touch instances and set do not touch to true for pad instances and set the EcoCreate and EcoDestroy for instance '_411_' to True.
